iter	MAE
258	0.004549315637
259	0.00453846557
260	0.004529522512
261	0.004519730332
262	0.004505187106
263	0.004491868978
264	0.004481657482
265	0.004476602766
266	0.004463557712
267	0.004457914083
268	0.004449269214
269	0.004443041384
270	0.004434329627
271	0.004425374657
272	0.004412572604
273	0.004399293212
274	0.004388467608
275	0.004380989885
276	0.00437587134
277	0.004368620423
278	0.004362410057
279	0.004359595702
280	0.004349685614
281	0.004342877904
282	0.004336155266
283	0.004327746446
284	0.004322939581
285	0.004317465187
286	0.004308496871
287	0.004303284373
288	0.004290071972
289	0.004287853732
290	0.004275053791
291	0.004266316016
292	0.004258525012
293	0.004248122673
294	0.004240148529
295	0.00422940884
296	0.004222216068
297	0.004213817127
298	0.004208377558
299	0.004199792803
300	0.004190877568
301	0.004185469465
302	0.004173652921
303	0.004164237825
304	0.004157150596
305	0.00415365456
306	0.004151655038
307	0.004149239857
308	0.004133738637
309	0.00412726735
310	0.004120531032
311	0.004117307596
312	0.004108242909
313	0.004096614858
314	0.004087380413
315	0.004083896118
316	0.004077231995
317	0.004070735945
318	0.004065425146
319	0.004056933222
320	0.004045988798
321	0.004036096907
322	0.004027754811
323	0.004024824446
324	0.004015395275
325	0.004008479401
326	0.003999198379
327	0.00399408057
328	0.003990132602
329	0.003982427871
330	0.003979295899
331	0.003972475616
332	0.003969667325
333	0.003960215851
334	0.003953627596
335	0.003942253104
336	0.00393745535
337	0.003931094317
338	0.003923487189
339	0.003899588242
340	0.00389424008
341	0.003887279949
342	0.003883860239
343	0.00387549802
344	0.003869602995
345	0.003859773338
346	0.003856322304
347	0.003846354768
348	0.003836949084
349	0.003832620929
350	0.003830899607
351	0.003823634015
352	0.003817620972
353	0.003808710261
354	0.003802371947
355	0.003796202245
356	0.00379237349
357	0.003787958275
358	0.003780809839
359	0.00377401648
360	0.003771327305
361	0.003765049603
362	0.0037582105
363	0.003754028786
364	0.003749756808
365	0.003745499384
366	0.003738860107
367	0.003730523437
368	0.003720980734
369	0.003711684204
370	0.003701073985
371	0.003697762776
372	0.003685682556
373	0.003682344475
374	0.003681048695
375	0.003678351397
376	0.00366656605
377	0.003663462917
378	0.003657086179
379	0.003652384883
380	0.003645865703
381	0.003640048435
382	0.003633069529
383	0.003624866312
384	0.003618086142
385	0.003607439982
386	0.003603957138
387	0.003594789083
388	0.003587400676
389	0.003585638768
390	0.00357901667
391	0.003567489318
392	0.00356279623
393	0.003557196208
394	0.00355445876
395	0.003545592576
396	0.003543176188
397	0.003532996509
398	0.003526293057
399	0.003523143526
400	0.003518836237
401	0.003515230331
402	0.003512426191
403	0.003508000233
404	0.003500763927
405	0.003493138662
406	0.00348952213
407	0.003482040561
408	0.003477697814
409	0.003467993556
410	0.003464732949
411	0.003458725641
412	0.003455355926
413	0.003449908068
414	0.003440160175
415	0.003434982602
416	0.003427245918
417	0.003422344396
418	0.00341688941
419	0.00341315789
420	0.003411179885
421	0.003405016744
422	0.00340099792
423	0.003389870603
424	0.003386984441
425	0.003382434643
426	0.003379302978
427	0.00337367751
428	0.00337109984
429	0.003365885853
430	0.003358283199
431	0.003351850165
432	0.003343492155
433	0.003335630398
434	0.003332321458
435	0.003327967973
436	0.003321115744
437	0.003317206188
438	0.003314817089
439	0.003306997221
440	0.00330179974
441	0.003296734762
442	0.003287745146
443	0.00328110316
444	0.003276365455
445	0.003271084273
446	0.003265055467
447	0.003259383647
448	0.003252546518
449	0.003248796926
